cookieId,Date,Diameter,Ovality,Cutsize,AlmondArea,BakeMeasure,DefectType,cookietype
1868191,2015-05-13 18:00:00,53.562,1.531,0,255.403,26.0909996,GoodBiscuit,Delishus_NB_75
1868192,2015-05-13 18:00:00,54.880001,1.235,0,201.315994,35.26699829,GoodBiscuit,Delishus_NB_75
1868193,2015-05-13 18:00:00,58.397999,3.4089999,0,304.389008,25.75799942,GoodBiscuit,Delishus_NB_75
1868194,2015-05-13 18:00:00,55.740002,1.248,0,226.011002,23.60499954,GoodBiscuit,Delishus_NB_75
1868195,2015-05-13 18:00:00,52.752998,0.305,0,122.132004,40.23199844,GoodBiscuit,Delishus_NB_75
1868196,2015-05-13 18:00:01,54.577999,1.566,0,197.020996,43.50299835,GoodBiscuit,Delishus_NB_75
1868197,2015-05-13 18:00:01,56.495998,0.673,0,411.757996,23.02799988,GoodBiscuit,Delishus_NB_75
1868198,2015-05-13 18:00:01,56.306999,1.1950001,0,171.923996,33.64599991,GoodBiscuit,Delishus_NB_75
1868199,2015-05-13 18:00:01,55.994999,0.986,0,238.358002,25.76499939,GoodBiscuit,Delishus_NB_75
1868200,2015-05-13 18:00:01,53.431,1.314,0,210.307999,50.9280014,GoodBiscuit,Delishus_NB_75
1868201,2015-05-13 18:00:02,55.238998,1.747,0,283.18399,19.90800095,GoodBiscuit,Delishus_NB_75
1868202,2015-05-13 18:00:02,57.046001,1.855,0,216.078995,34.19599915,GoodBiscuit,Delishus_NB_75
1868203,2015-05-13 18:00:02,55.452,0.747,0,86.163002,22.54400063,GoodBiscuit,Delishus_NB_75
1868204,2015-05-13 18:00:02,56.331001,1.405,0,192.188995,35.4129982,GoodBiscuit,Delishus_NB_75
1868205,2015-05-13 18:00:02,55.248001,0.923,0,98.2419968,39.83399963,GoodBiscuit,Delishus_NB_75
1868206,2015-05-13 18:00:03,55.799999,1.388,0,223.057999,19.8409996,GoodBiscuit,Delishus_NB_75
1868207,2015-05-13 18:00:03,56.109001,1.2410001,0,230.304993,30.95400047,GoodBiscuit,Delishus_NB_75
1868208,2015-05-13 18:00:03,55.924,0.698,0,164.408005,14.6079998,GoodBiscuit,Delishus_NB_75
1868209,2015-05-13 18:00:03,55.275002,1.156,0,164.542007,32.5929985,GoodBiscuit,Delishus_NB_75
1868210,2015-05-13 18:00:03,54.603001,0.987,0,252.987,33.42599869,GoodBiscuit,Delishus_NB_75
1868211,2015-05-13 18:00:04,55.133999,0.664,0,135.283997,20.81100082,GoodBiscuit,Delishus_NB_75
1868212,2015-05-13 18:00:04,54.932999,1.3609999,0,217.018005,40.96900177,GoodBiscuit,Delishus_NB_75
1868213,2015-05-13 18:00:04,55.500999,0.607,0,243.994995,38.15100098,GoodBiscuit,Delishus_NB_75
1868214,2015-05-13 18:00:04,53.722,0.57,0,159.710999,37.43299866,GoodBiscuit,Delishus_NB_75
1868215,2015-05-13 18:00:04,51.979,0.845,0,104.416,24.69099998,GoodBiscuit,Delishus_NB_75
1868216,2015-05-13 18:00:05,53.644001,0.899,0,216.615997,28.79000092,GoodBiscuit,Delishus_NB_75
1868217,2015-05-13 18:00:05,54.400002,1.173,0,64.4209976,32.25299835,GoodBiscuit,Delishus_NB_75
